id,transgenic-line,product-id,structure-id,structure-abbrev,structure-name,name,injection-volume,injection-structures,gender,strain,sum,structure-color,num-voxels,injection-coordinates,selected,experiment_page_url
159021559,"",5,395,MDRN,Medullary reticular nucleus,378-1660,1.0615487008,"[{""id""=>83, ""abbreviation""=>""IO"", ""name""=>""Inferior olivary complex"", ""color""=>""FFB3D9""}, {""id""=>135, ""abbreviation""=>""AMB"", ""name""=>""Nucleus ambiguus"", ""color""=>""FFB3D9""}, {""id""=>136, ""abbreviation""=>""IRN"", ""name""=>""Intermediate reticular nucleus"", ""color""=>""FFB3D9""}, {""id""=>235, ""abbreviation""=>""LRN"", ""name""=>""Lateral reticular nucleus"", ""color""=>""FFB3D9""}, {""id""=>307, ""abbreviation""=>""MARN"", ""name""=>""Magnocellular reticular nucleus"", ""color""=>""FFB3D9""}, {""id""=>395, ""abbreviation""=>""MDRN"", ""name""=>""Medullary reticular nucleus"", ""color""=>""FFB3D9""}, {""id""=>978, ""abbreviation""=>""PGRNl"", ""name""=>""Paragigantocellular reticular nucleus, lateral part"", ""color""=>""FFB3D9""}, {""id""=>1048, ""abbreviation""=>""GRN"", ""name""=>""Gigantocellular reticular nucleus"", ""color""=>""FFB3D9""}, {""id""=>1069, ""abbreviation""=>""PPY"", ""name""=>""Parapyramidal nucleus"", ""color""=>""FFB3D9""}, {""id""=>1098, ""abbreviation""=>""MDRNd"", ""name""=>""Medullary reticular nucleus, dorsal part"", ""color""=>""FFB3D9""}, {""id""=>1107, ""abbreviation""=>""MDRNv"", ""name""=>""Medullary reticular nucleus, ventral part"", ""color""=>""FFB3D9""}]",M,C57BL/6J,8.4455104832,ffb3d9,,"[11300, 7000, 6500]",false,http://connectivity.brain-map.org/projection/experiment/159021559
307558646,"",5,385,VISp,Primary visual area,C57BL/6-153763,1.0584762831999999,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}]",M,C57BL/6J,8.4210907648,08858c,,"[8740, 1590, 8140]",false,http://connectivity.brain-map.org/projection/experiment/307558646
301538025,Plxnd1-Cre_OG1,5,599,CM,Central medial nucleus of the thalamus,Plxnd1-Cre-127750,0.1079504692,"[{""id""=>127, ""abbreviation""=>""AM"", ""name""=>""Anteromedial nucleus"", ""color""=>""FF909F""}, {""id""=>181, ""abbreviation""=>""RE"", ""name""=>""Nucleus of reuniens"", ""color""=>""FF909F""}, {""id""=>189, ""abbreviation""=>""RH"", ""name""=>""Rhomboid nucleus"", ""color""=>""FF909F""}, {""id""=>366, ""abbreviation""=>""SMT"", ""name""=>""Submedial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>599, ""abbreviation""=>""CM"", ""name""=>""Central medial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>907, ""abbreviation""=>""PCN"", ""name""=>""Paracentral nucleus"", ""color""=>""FF909F""}, {""id""=>1113, ""abbreviation""=>""IAD"", ""name""=>""Interanterodorsal nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>1120, ""abbreviation""=>""IAM"", ""name""=>""Interanteromedial nucleus of the thalamus"", ""color""=>""FF909F""}]",F,"",8.3760393024,ff909f,,"[6570, 4510, 5650]",false,http://connectivity.brain-map.org/projection/experiment/301538025
114429338,"",5,463,CA3,Field CA3,378-1183,0.1998477936,"[{""id""=>382, ""abbreviation""=>""CA1"", ""name""=>""Field CA1"", ""color""=>""7ED04B""}, {""id""=>423, ""abbreviation""=>""CA2"", ""name""=>""Field CA2"", ""color""=>""7ED04B""}, {""id""=>463, ""abbreviation""=>""CA3"", ""name""=>""Field CA3"", ""color""=>""7ED04B""}]",M,C57BL/6J,8.3608635712,7ed04b,,"[7610, 3110, 8700]",false,http://connectivity.brain-map.org/projection/experiment/114429338
287248684,Gpr26-Cre_KO250,5,39,ACAd,"Anterior cingulate area, dorsal part",Gpr26-Cre_KO250-122,0.113622964,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>993, ""abbreviation""=>""MOs"", ""name""=>""Secondary motor area"", ""color""=>""1F9D5A""}]",F,"",8.3489003584,40a666,,"[4280, 1960, 6040]",false,http://connectivity.brain-map.org/projection/experiment/287248684
113095845,"",5,797,ZI,Zona incerta,378-1094,0.40674417840000004,"[{""id""=>422, ""abbreviation""=>""SPFp"", ""name""=>""Subparafascicular nucleus, parvicellular part"", ""color""=>""FF8084""}, {""id""=>685, ""abbreviation""=>""VM"", ""name""=>""Ventral medial nucleus of the thalamus"", ""color""=>""FF8084""}, {""id""=>725, ""abbreviation""=>""VPLpc"", ""name""=>""Ventral posterolateral nucleus of the thalamus, parvicellular part"", ""color""=>""FF8084""}, {""id""=>733, ""abbreviation""=>""VPM"", ""name""=>""Ventral posteromedial nucleus of the thalamus"", ""color""=>""FF8084""}, {""id""=>797, ""abbreviation""=>""ZI"", ""name""=>""Zona incerta"", ""color""=>""F2483B""}, {""id""=>563807435, ""abbreviation""=>""PoT"", ""name""=>""Posterior triangular thalamic nucleus"", ""color""=>""FF8084""}]",M,C57BL/6J,8.3176701888,f2483b,,"[7780, 4320, 7210]",false,http://connectivity.brain-map.org/projection/experiment/113095845
127866392,"",5,329,SSp-bfd,"Primary somatosensory area, barrel field",378-1488,0.1754450684,"[{""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}]",M,C57BL/6J,8.3162691808,188064,,"[7310, 1890, 9080]",false,http://connectivity.brain-map.org/projection/experiment/127866392
161458737,Rbp4-Cre_KL100,5,48,ACAv,"Anterior cingulate area, ventral part",Rbp4-Cre-83,0.3920265776,"[{""id""=>39, ""abbreviation""=>""ACAd"", ""name""=>""Anterior cingulate area, dorsal part"", ""color""=>""40A666""}, {""id""=>48, ""abbreviation""=>""ACAv"", ""name""=>""Anterior cingulate area, ventral part"", ""color""=>""40A666""}]",F,"",8.309599065599999,40a666,,"[4400, 2310, 6200]",false,http://connectivity.brain-map.org/projection/experiment/161458737
127222723,"",5,502,SUB,Subiculum,378-1405,0.49458906560000004,"[{""id""=>382, ""abbreviation""=>""CA1"", ""name""=>""Field CA1"", ""color""=>""7ED04B""}, {""id""=>409, ""abbreviation""=>""VISl"", ""name""=>""Lateral visual area"", ""color""=>""08858C""}, {""id""=>463, ""abbreviation""=>""CA3"", ""name""=>""Field CA3"", ""color""=>""7ED04B""}, {""id""=>502, ""abbreviation""=>""SUB"", ""name""=>""Subiculum"", ""color""=>""4FC244""}, {""id""=>726, ""abbreviation""=>""DG"", ""name""=>""Dentate gyrus"", ""color""=>""7ED04B""}, {""id""=>1084, ""abbreviation""=>""PRE"", ""name""=>""Presubiculum"", ""color""=>""59B947""}, {""id""=>484682470, ""abbreviation""=>""ProS"", ""name""=>""Prosubiculum"", ""color""=>""58BA48""}]",M,C57BL/6J,8.3087105976,4fc244,,"[8720, 3920, 8980]",false,http://connectivity.brain-map.org/projection/experiment/127222723
657172447,Emx1-IRES-Cre,36,312782628,VISpor,Postrhinal area,Emx1-IRES-Cre-363521,0.3097371732,"[{""id""=>502, ""abbreviation""=>""SUB"", ""name""=>""Subiculum"", ""color""=>""4FC244""}, {""id""=>541, ""abbreviation""=>""TEa"", ""name""=>""Temporal association areas"", ""color""=>""15B0B3""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}, {""id""=>484682470, ""abbreviation""=>""ProS"", ""name""=>""Prosubiculum"", ""color""=>""58BA48""}]",F,"",8.2541313792,08858c,,"[9240, 2830, 1310]",false,http://connectivity.brain-map.org/projection/experiment/657172447
265648940,Slc18a2-Cre_OZ14,5,536,CEA,Central amygdalar nucleus,Slc18a2-Cre_OZ14-3588,0.440229524,"[{""id""=>342, ""abbreviation""=>""SI"", ""name""=>""Substantia innominata"", ""color""=>""A2B1D8""}, {""id""=>403, ""abbreviation""=>""MEA"", ""name""=>""Medial amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>536, ""abbreviation""=>""CEA"", ""name""=>""Central amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>1022, ""abbreviation""=>""GPe"", ""name""=>""Globus pallidus, external segment"", ""color""=>""8599CC""}, {""id""=>1031, ""abbreviation""=>""GPi"", ""name""=>""Globus pallidus, internal segment"", ""color""=>""8599CC""}]",F,"",8.2333455792,80c0e2,,"[6750, 4990, 8340]",false,http://connectivity.brain-map.org/projection/experiment/265648940
126710740,"",5,491,MM,Medial mammillary nucleus,378-1314,1.14201361967656,"[{""id""=>1, ""abbreviation""=>""TMv"", ""name""=>""Tuberomammillary nucleus, ventral part"", ""color""=>""FF4C3E""}, {""id""=>128, ""abbreviation""=>""MRN"", ""name""=>""Midbrain reticular nucleus"", ""color""=>""FF90FF""}, {""id""=>194, ""abbreviation""=>""LHA"", ""name""=>""Lateral hypothalamic area"", ""color""=>""F2483B""}, {""id""=>210, ""abbreviation""=>""LM"", ""name""=>""Lateral mammillary nucleus"", ""color""=>""FF4C3E""}, {""id""=>214, ""abbreviation""=>""RN"", ""name""=>""Red nucleus"", ""color""=>""FF90FF""}, {""id""=>491, ""abbreviation""=>""MM"", ""name""=>""Medial mammillary nucleus"", ""color""=>""FF4C3E""}, {""id""=>525, ""abbreviation""=>""SUM"", ""name""=>""Supramammillary nucleus"", ""color""=>""FF4C3E""}, {""id""=>749, ""abbreviation""=>""VTA"", ""name""=>""Ventral tegmental area"", ""color""=>""FF90FF""}, {""id""=>795, ""abbreviation""=>""PAG"", ""name""=>""Periaqueductal gray"", ""color""=>""FF90FF""}, {""id""=>946, ""abbreviation""=>""PH"", ""name""=>""Posterior hypothalamic nucleus"", ""color""=>""FF4C3E""}, {""id""=>980, ""abbreviation""=>""PMd"", ""name""=>""Dorsal premammillary nucleus"", ""color""=>""FF4C3E""}, {""id""=>1004, ""abbreviation""=>""PMv"", ""name""=>""Ventral premammillary nucleus"", ""color""=>""FF4C3E""}]",M,C57BL/6J,8.2217560992,ff4c3e,,"[7720, 6500, 6090]",false,http://connectivity.brain-map.org/projection/experiment/126710740
160539283,Slc6a3-Cre,5,749,VTA,Ventral tegmental area,Slc6a3-Cre-4470,0.23954765239999998,"[{""id""=>58, ""abbreviation""=>""MT"", ""name""=>""Medial terminal nucleus of the accessory optic tract"", ""color""=>""FF90FF""}, {""id""=>128, ""abbreviation""=>""MRN"", ""name""=>""Midbrain reticular nucleus"", ""color""=>""FF90FF""}, {""id""=>374, ""abbreviation""=>""SNc"", ""name""=>""Substantia nigra, compact part"", ""color""=>""FFA6FF""}, {""id""=>381, ""abbreviation""=>""SNr"", ""name""=>""Substantia nigra, reticular part"", ""color""=>""FF90FF""}, {""id""=>749, ""abbreviation""=>""VTA"", ""name""=>""Ventral tegmental area"", ""color""=>""FF90FF""}, {""id""=>797, ""abbreviation""=>""ZI"", ""name""=>""Zona incerta"", ""color""=>""F2483B""}]",M,C57BL/6J,8.2071118416,ff90ff,,"[8150, 4750, 7540]",false,http://connectivity.brain-map.org/projection/experiment/160539283
175374982,"",5,181,RE,Nucleus of reuniens,378-1801,0.20506767539999998,"[{""id""=>38, ""abbreviation""=>""PVH"", ""name""=>""Paraventricular hypothalamic nucleus"", ""color""=>""FF5D50""}, {""id""=>181, ""abbreviation""=>""RE"", ""name""=>""Nucleus of reuniens"", ""color""=>""FF909F""}, {""id""=>599, ""abbreviation""=>""CM"", ""name""=>""Central medial nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>1077, ""abbreviation""=>""PR"", ""name""=>""Perireunensis nucleus"", ""color""=>""FF909F""}, {""id""=>560581559, ""abbreviation""=>""Xi"", ""name""=>""Xiphoid thalamic nucleus"", ""color""=>""FF909F""}]",M,C57BL/6J,8.198592192000001,ff909f,,"[6130, 5490, 5670]",false,http://connectivity.brain-map.org/projection/experiment/175374982
180297139,"",5,918,ENTl,"Entorhinal area, lateral part",378-1819,0.21785421559999998,"[{""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>922, ""abbreviation""=>""PERI"", ""name""=>""Perirhinal area"", ""color""=>""0E9684""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",M,C57BL/6J,8.1904743424,32b825,,"[9420, 3490, 10060]",false,http://connectivity.brain-map.org/projection/experiment/180297139
126852363,"",5,361,SSp-tr,"Primary somatosensory area, trunk",378-1342,0.41380703840000005,"[{""id""=>337, ""abbreviation""=>""SSp-ll"", ""name""=>""Primary somatosensory area, lower limb"", ""color""=>""188064""}, {""id""=>361, ""abbreviation""=>""SSp-tr"", ""name""=>""Primary somatosensory area, trunk"", ""color""=>""188064""}, {""id""=>382, ""abbreviation""=>""CA1"", ""name""=>""Field CA1"", ""color""=>""7ED04B""}, {""id""=>894, ""abbreviation""=>""RSPagl"", ""name""=>""Retrosplenial area, lateral agranular part"", ""color""=>""1AA698""}, {""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}, {""id""=>312782546, ""abbreviation""=>""VISa"", ""name""=>""Anterior area"", ""color""=>""009FAC""}]",M,C57BL/6J,8.176774569600001,188064,,"[6880, 1110, 6950]",false,http://connectivity.brain-map.org/projection/experiment/126852363
113887162,"",5,385,VISp,Primary visual area,378-1141,0.4078438168,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}]",M,C57BL/6J,8.1707148768,08858c,,"[7900, 1380, 8470]",false,http://connectivity.brain-map.org/projection/experiment/113887162
158738180,"",5,523,MPO,Medial preoptic area,BL/6-3013,0.7360870944,"[{""id""=>88, ""abbreviation""=>""AHN"", ""name""=>""Anterior hypothalamic nucleus"", ""color""=>""FF4C3E""}, {""id""=>226, ""abbreviation""=>""LPO"", ""name""=>""Lateral preoptic area"", ""color""=>""F2483B""}, {""id""=>263, ""abbreviation""=>""AVP"", ""name""=>""Anteroventral preoptic nucleus"", ""color""=>""FF5547""}, {""id""=>272, ""abbreviation""=>""AVPV"", ""name""=>""Anteroventral periventricular nucleus"", ""color""=>""FF5547""}, {""id""=>342, ""abbreviation""=>""SI"", ""name""=>""Substantia innominata"", ""color""=>""A2B1D8""}, {""id""=>351, ""abbreviation""=>""BST"", ""name""=>""Bed nuclei of the stria terminalis"", ""color""=>""B3C0DF""}, {""id""=>515, ""abbreviation""=>""MPN"", ""name""=>""Medial preoptic nucleus"", ""color""=>""FF4C3E""}, {""id""=>523, ""abbreviation""=>""MPO"", ""name""=>""Medial preoptic area"", ""color""=>""FF5547""}, {""id""=>596, ""abbreviation""=>""NDB"", ""name""=>""Diagonal band nucleus"", ""color""=>""96A7D3""}, {""id""=>689, ""abbreviation""=>""VLPO"", ""name""=>""Ventrolateral preoptic nucleus"", ""color""=>""FF5547""}, {""id""=>1109, ""abbreviation""=>""PS"", ""name""=>""Parastrial nucleus"", ""color""=>""FF5547""}, {""id""=>576073699, ""abbreviation""=>""VMPO"", ""name""=>""Ventromedial preoptic nucleus"", ""color""=>""FF5547""}]",M,C57BL/6J,8.1439600928,ff5547,,"[5480, 6720, 6050]",false,http://connectivity.brain-map.org/projection/experiment/158738180
166054929,Rbp4-Cre_KL100,5,886,RSPv,"Retrosplenial area, ventral part",Rbp4-Cre-90,0.3094256312,"[{""id""=>879, ""abbreviation""=>""RSPd"", ""name""=>""Retrosplenial area, dorsal part"", ""color""=>""1AA698""}, {""id""=>886, ""abbreviation""=>""RSPv"", ""name""=>""Retrosplenial area, ventral part"", ""color""=>""1AA698""}]",M,"",8.1375505792,1aa698,,"[8320, 900, 6050]",false,http://connectivity.brain-map.org/projection/experiment/166054929
129573239,"",5,647,COAp,"Cortical amygdalar area, posterior part",378-1331,0.4352985168,"[{""id""=>295, ""abbreviation""=>""BLA"", ""name""=>""Basolateral amygdalar nucleus"", ""color""=>""9DE79C""}, {""id""=>319, ""abbreviation""=>""BMA"", ""name""=>""Basomedial amygdalar nucleus"", ""color""=>""84EA81""}, {""id""=>536, ""abbreviation""=>""CEA"", ""name""=>""Central amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>647, ""abbreviation""=>""COAp"", ""name""=>""Cortical amygdalar area, posterior part"", ""color""=>""61E7B7""}, {""id""=>780, ""abbreviation""=>""PA"", ""name""=>""Posterior amygdalar nucleus"", ""color""=>""97EC93""}, {""id""=>1105, ""abbreviation""=>""IA"", ""name""=>""Intercalated amygdalar nucleus"", ""color""=>""80C0E2""}]",M,C57BL/6J,8.063435374400001,61e7b7,,"[7360, 5930, 8430]",false,http://connectivity.brain-map.org/projection/experiment/129573239
113226232,"",5,926,ENTm,"Entorhinal area, medial part, dorsal zone",378-1101,0.5450253536,"[{""id""=>918, ""abbreviation""=>""ENTl"", ""name""=>""Entorhinal area, lateral part"", ""color""=>""32B825""}, {""id""=>926, ""abbreviation""=>""ENTm"", ""name""=>""Entorhinal area, medial part, dorsal zone"", ""color""=>""32B825""}]",M,C57BL/6J,8.0612297472,32b825,,"[9510, 4410, 9390]",false,http://connectivity.brain-map.org/projection/experiment/113226232
114046440,"",5,194,LHA,Lateral hypothalamic area,378-1157,0.7726066768000001,"[{""id""=>63, ""abbreviation""=>""PVHd"", ""name""=>""Paraventricular hypothalamic nucleus, descending division"", ""color""=>""FF4C3E""}, {""id""=>194, ""abbreviation""=>""LHA"", ""name""=>""Lateral hypothalamic area"", ""color""=>""F2483B""}, {""id""=>262, ""abbreviation""=>""RT"", ""name""=>""Reticular nucleus of the thalamus"", ""color""=>""FF909F""}, {""id""=>337, ""abbreviation""=>""SSp-ll"", ""name""=>""Primary somatosensory area, lower limb"", ""color""=>""188064""}, {""id""=>356, ""abbreviation""=>""PST"", ""name""=>""Preparasubthalamic nucleus"", ""color""=>""F2483B""}, {""id""=>364, ""abbreviation""=>""PSTN"", ""name""=>""Parasubthalamic nucleus"", ""color""=>""F2483B""}, {""id""=>685, ""abbreviation""=>""VM"", ""name""=>""Ventral medial nucleus of the thalamus"", ""color""=>""FF8084""}, {""id""=>797, ""abbreviation""=>""ZI"", ""name""=>""Zona incerta"", ""color""=>""F2483B""}, {""id""=>985, ""abbreviation""=>""MOp"", ""name""=>""Primary motor area"", ""color""=>""1F9D5A""}, {""id""=>576073704, ""abbreviation""=>""PeF"", ""name""=>""Perifornical nucleus"", ""color""=>""F2483B""}]",M,C57BL/6J,8.0349847984,f2483b,,"[6530, 5900, 6570]",false,http://connectivity.brain-map.org/projection/experiment/114046440
113400134,"",5,128,MRN,Midbrain reticular nucleus,378-1116,0.814091439,"[{""id""=>12, ""abbreviation""=>""IF"", ""name""=>""Interfascicular nucleus raphe"", ""color""=>""FFA6FF""}, {""id""=>128, ""abbreviation""=>""MRN"", ""name""=>""Midbrain reticular nucleus"", ""color""=>""FF90FF""}, {""id""=>197, ""abbreviation""=>""RL"", ""name""=>""Rostral linear nucleus raphe"", ""color""=>""FFA6FF""}, {""id""=>214, ""abbreviation""=>""RN"", ""name""=>""Red nucleus"", ""color""=>""FF90FF""}, {""id""=>246, ""abbreviation""=>""RR"", ""name""=>""Midbrain reticular nucleus, retrorubral area"", ""color""=>""FF90FF""}, {""id""=>591, ""abbreviation""=>""CLI"", ""name""=>""Central linear nucleus raphe"", ""color""=>""FFA6FF""}, {""id""=>749, ""abbreviation""=>""VTA"", ""name""=>""Ventral tegmental area"", ""color""=>""FF90FF""}, {""id""=>795, ""abbreviation""=>""PAG"", ""name""=>""Periaqueductal gray"", ""color""=>""FF90FF""}, {""id""=>975, ""abbreviation""=>""EW"", ""name""=>""Edinger-Westphal nucleus"", ""color""=>""FF90FF""}, {""id""=>549009211, ""abbreviation""=>""MA3"", ""name""=>""Medial accesory oculomotor nucleus"", ""color""=>""FF90FF""}]",M,C57BL/6J,8.0141662272,ff90ff,,"[8460, 4390, 5640]",false,http://connectivity.brain-map.org/projection/experiment/113400134
126860974,"",5,731,ORBm,"Orbital area, medial part",378-1347,0.282773346165625,"[{""id""=>731, ""abbreviation""=>""ORBm"", ""name""=>""Orbital area, medial part"", ""color""=>""248A5E""}, {""id""=>746, ""abbreviation""=>""ORBvl"", ""name""=>""Orbital area, ventrolateral part"", ""color""=>""248A5E""}, {""id""=>972, ""abbreviation""=>""PL"", ""name""=>""Prelimbic area"", ""color""=>""2FA850""}]",M,C57BL/6J,8.0089554496,248a5e,,"[2350, 3590, 6020]",false,http://connectivity.brain-map.org/projection/experiment/126860974
125802444,"",5,647,COAp,"Cortical amygdalar area, posterior part",378-1263,0.3642994768,"[{""id""=>319, ""abbreviation""=>""BMA"", ""name""=>""Basomedial amygdalar nucleus"", ""color""=>""84EA81""}, {""id""=>382, ""abbreviation""=>""CA1"", ""name""=>""Field CA1"", ""color""=>""7ED04B""}, {""id""=>417, ""abbreviation""=>""VISrl"", ""name""=>""Rostrolateral visual area"", ""color""=>""009FAC""}, {""id""=>647, ""abbreviation""=>""COAp"", ""name""=>""Cortical amygdalar area, posterior part"", ""color""=>""61E7B7""}, {""id""=>780, ""abbreviation""=>""PA"", ""name""=>""Posterior amygdalar nucleus"", ""color""=>""97EC93""}]",M,C57BL/6J,8.00588282375,61e7b7,,"[7840, 5940, 8500]",false,http://connectivity.brain-map.org/projection/experiment/125802444
127761449,"",5,536,CEA,Central amygdalar nucleus,378-1472,0.8736863072,"[{""id""=>23, ""abbreviation""=>""AAA"", ""name""=>""Anterior amygdalar area"", ""color""=>""80C0E2""}, {""id""=>319, ""abbreviation""=>""BMA"", ""name""=>""Basomedial amygdalar nucleus"", ""color""=>""84EA81""}, {""id""=>329, ""abbreviation""=>""SSp-bfd"", ""name""=>""Primary somatosensory area, barrel field"", ""color""=>""188064""}, {""id""=>342, ""abbreviation""=>""SI"", ""name""=>""Substantia innominata"", ""color""=>""A2B1D8""}, {""id""=>403, ""abbreviation""=>""MEA"", ""name""=>""Medial amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>536, ""abbreviation""=>""CEA"", ""name""=>""Central amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>672, ""abbreviation""=>""CP"", ""name""=>""Caudoputamen"", ""color""=>""98D6F9""}, {""id""=>1022, ""abbreviation""=>""GPe"", ""name""=>""Globus pallidus, external segment"", ""color""=>""8599CC""}, {""id""=>1105, ""abbreviation""=>""IA"", ""name""=>""Intercalated amygdalar nucleus"", ""color""=>""80C0E2""}, {""id""=>182305689, ""abbreviation""=>""SSp-un"", ""name""=>""Primary somatosensory area, unassigned"", ""color""=>""188064""}]",M,C57BL/6J,7.9885709596000005,80c0e2,,"[6700, 5040, 8500]",false,http://connectivity.brain-map.org/projection/experiment/127761449
100141599,"",5,394,VISam,Anteromedial visual area,378-757,0.12548312,"[{""id""=>394, ""abbreviation""=>""VISam"", ""name""=>""Anteromedial visual area"", ""color""=>""08858C""}, {""id""=>533, ""abbreviation""=>""VISpm"", ""name""=>""posteromedial visual area"", ""color""=>""08858C""}]",M,C57BL/6J,7.9324824432000005,08858c,,"[7900, 580, 7380]",false,http://connectivity.brain-map.org/projection/experiment/100141599
164986046,Sim1-Cre_KJ18,5,946,PH,Posterior hypothalamic nucleus,Sim1-Cre-Homo-264,1.0137823836,"[{""id""=>194, ""abbreviation""=>""LHA"", ""name""=>""Lateral hypothalamic area"", ""color""=>""F2483B""}, {""id""=>414, ""abbreviation""=>""SPFm"", ""name""=>""Subparafascicular nucleus, magnocellular part"", ""color""=>""FF8084""}, {""id""=>491, ""abbreviation""=>""MM"", ""name""=>""Medial mammillary nucleus"", ""color""=>""FF4C3E""}, {""id""=>525, ""abbreviation""=>""SUM"", ""name""=>""Supramammillary nucleus"", ""color""=>""FF4C3E""}, {""id""=>609, ""abbreviation""=>""SPA"", ""name""=>""Subparafascicular area"", ""color""=>""FF8084""}, {""id""=>795, ""abbreviation""=>""PAG"", ""name""=>""Periaqueductal gray"", ""color""=>""FF90FF""}, {""id""=>946, ""abbreviation""=>""PH"", ""name""=>""Posterior hypothalamic nucleus"", ""color""=>""FF4C3E""}]",M,B6.FVB,7.9212045248,ff4c3e,,"[7710, 5450, 5320]",false,http://connectivity.brain-map.org/projection/experiment/164986046
512314723,Emx1-IRES-Cre,35,533,VISpm,posteromedial visual area,Emx1-IRES-Cre-234273,0.2759925196,"[{""id""=>385, ""abbreviation""=>""VISp"", ""name""=>""Primary visual area"", ""color""=>""08858C""}, {""id""=>533, ""abbreviation""=>""VISpm"", ""name""=>""posteromedial visual area"", ""color""=>""08858C""}, {""id""=>894, ""abbreviation""=>""RSPagl"", ""name""=>""Retrosplenial area, lateral agranular part"", ""color""=>""1AA698""}]",M,"",7.9090237912,08858c,,"[8480, 510, 4080]",false,http://connectivity.brain-map.org/projection/experiment/512314723
298178204,Rbp4-Cre_KL100,5,312782628,VISpor,Postrhinal area,Rbp4-Cre_KL100-129286,0.181428576,"[{""id""=>541, ""abbreviation""=>""TEa"", ""name""=>""Temporal association areas"", ""color""=>""15B0B3""}, {""id""=>312782574, ""abbreviation""=>""VISli"", ""name""=>""Laterointermediate area"", ""color""=>""08858C""}, {""id""=>312782628, ""abbreviation""=>""VISpor"", ""name""=>""Postrhinal area"", ""color""=>""08858C""}]",M,C57BL/6J,7.889187532799999,08858c,,"[9100, 2240, 9660]",false,http://connectivity.brain-map.org/projection/experiment/298178204
127798146,Syt17-Cre_NO14,5,749,VTA,Ventral tegmental area,Syt17-Cre-24,0.262971018275,"[{""id""=>12, ""abbreviation""=>""IF"", ""name""=>""Interfascicular nucleus raphe"", ""color""=>""FFA6FF""}, {""id""=>58, ""abbreviation""=>""MT"", ""name""=>""Medial terminal nucleus of the accessory optic tract"", ""color""=>""FF90FF""}, {""id""=>197, ""abbreviation""=>""RL"", ""name""=>""Rostral linear nucleus raphe"", ""color""=>""FFA6FF""}, {""id""=>246, ""abbreviation""=>""RR"", ""name""=>""Midbrain reticular nucleus, retrorubral area"", ""color""=>""FF90FF""}, {""id""=>591, ""abbreviation""=>""CLI"", ""name""=>""Central linear nucleus raphe"", ""color""=>""FFA6FF""}, {""id""=>749, ""abbreviation""=>""VTA"", ""name""=>""Ventral tegmental area"", ""color""=>""FF90FF""}, {""id""=>607344830, ""abbreviation""=>""PN"", ""name""=>""Paranigral nucleus"", ""color""=>""FF90FF""}]",M,"",7.882412636000001,ff90ff,,"[8430, 4710, 5810]",false,http://connectivity.brain-map.org/projection/experiment/127798146
112791318,"",5,337,SSp-ll,"Primary somatosensory area, lower limb",378-1060,0.4286064888,"[{""id""=>337, ""abbreviation""=>""SSp-ll"", ""name""=>""Primary somatosensory area, lower limb"", ""color""=>""188064""}, {""id""=>369, ""abbreviation""=>""SSp-ul"", ""name""=>""Primary somatosensory area, upper limb"", ""color""=>""188064""}]",M,C57BL/6J,7.8662229967999995,188064,,"[6350, 1950, 7740]",false,http://connectivity.brain-map.org/projection/experiment/112791318
